treatment_a,treatment_b,cooccur_count,confidence_a_to_b,confidence_b_to_a,lift,pmi,jaccard,smoothed_confidence,confidence_gain,final_weight,pair_rule_level
4,67,309,0.0490242741551642,1.0,11.94907187053784,2.4806536076238053,0.0490242741551642,0.04895311700993637,2.525281796841893,2.6590262430344467,strict_positive
4,115,68,0.0107885134063144,1.0,11.94907187053784,2.4806536076238053,0.0107885134063144,0.010772854228723863,2.4891291047656807,2.197688814751312,positive
4,41,343,0.0544185308583214,0.3840985442329227,4.589621110408151,1.5237974739132465,0.0500510725229826,0.054351111781754814,1.566514018429341,1.9840126151597315,strict_positive
41,91,136,0.1522956326987682,1.0,84.33930571108623,4.434848016260417,0.1522956326987682,0.1506290780640836,4.585296724405395,3.8650887361473885,strict_positive
41,121,59,0.0660694288913773,1.0,84.33930571108623,4.434848016260417,0.0660694288913773,0.06534643827780097,4.490640467672405,3.430178450847582,strict_positive
41,147,21,0.0235162374020156,1.0,84.33930571108623,4.434848016260417,0.0235162374020156,0.023258901759895263,4.447099601523762,2.717461636812112,positive
41,138,23,0.0257558790593505,0.71875,60.61887597984322,4.104606329389839,0.0254988913525498,0.025475358606440623,4.119035572876399,2.6061808729096274,positive
41,151,17,0.019036954087346,1.0,84.33930571108623,4.434848016260417,0.019036954087346,0.01882863475801045,4.442627216884575,2.551847973349851,positive
42,58,439,0.5244922341696535,0.9242105263157896,83.16238445576306,4.42079513568797,0.5028636884306987,0.5183743429112877,5.133323460064329,4.463371269908324,strict_positive
44,45,704,1.0,1.0,106.9815340909091,4.672656240978873,1.0,0.9861253138313016,8.926982271004459,6.202466051727295,strict_positive
46,47,653,0.9775449101796408,1.0,112.74700598802396,4.72514642360027,0.9775449101796408,0.9632547234750723,8.005457610654965,5.837484235843807,strict_positive
48,65,340,0.522273425499232,1.0,115.69124423963132,4.7509249549283465,0.522273425499232,0.5144404595002553,5.453742291910628,4.6368996389161925,strict_positive
48,88,140,0.2150537634408602,0.9929078014184396,114.87073896133607,4.743807487159482,0.2147239263803681,0.21182862537102115,4.964862845262053,4.125237261535366,strict_positive
48,140,28,0.043010752688172,1.0,115.69124423963132,4.7509249549283465,0.043010752688172,0.04236568490002102,4.778730974029521,3.1189862337342245,strict_positive
5,24,1794,0.2957467853610286,1.0,12.415924826904057,2.5189799088883893,0.2957467853610286,0.29529924285086245,2.843339286046138,3.154930138599101,strict_positive
5,40,1078,0.1777118364655456,1.0,12.415924826904057,2.5189799088883893,0.1777118364655456,0.1774429118133945,2.698386250928393,2.9986482103051526,strict_positive
5,34,1240,0.2044180679195516,0.9233060312732688,11.46369827651603,2.439185370964234,0.2010050251256281,0.20411098053525206,2.6479848404897846,2.9776430405379357,strict_positive
5,31,1296,0.2136498516320474,0.9006254343293955,11.182097689831588,2.4143140789132413,0.208729263971654,0.21332966823519406,2.6334690231351825,2.971600608536915,strict_positive
5,49,453,0.0746785361028684,0.7213375796178344,8.956073163355951,2.1923318679032247,0.0725845217112642,0.07456935206125932,2.2599915580648138,2.5408032142997397,strict_positive
5,112,73,0.0120342894823606,1.0,12.415924826904057,2.5189799088883893,0.0120342894823606,0.012016078443764192,2.528584622908328,2.2502712196553767,positive
5,116,65,0.0107154632377184,1.0,12.415924826904057,2.5189799088883893,0.0107154632377184,0.010699247929379076,2.527358982205482,2.205517995333186,positive
50,78,245,0.4009819967266775,1.0,123.26513911620296,4.814337637965321,0.4009819967266775,0.39457734306038095,5.296806433846621,4.4899694146586135,strict_positive
50,79,223,0.3649754500818331,0.925311203319502,114.05861420295956,4.736712475934784,0.3545310015898251,0.3591497567436306,5.1623762907083774,4.377896443880419,strict_positive
50,86,143,0.2340425531914893,0.9225806451612903,113.72203157172272,4.733757151305981,0.2295345104333868,0.23030689247939118,4.977370197512413,4.136393259647428,strict_positive
53,60,422,0.7390542907180385,1.0,131.9001751313485,4.882045387480905,0.7390542907180385,0.7264303465319439,6.155396732275866,5.03397809390023,strict_positive
53,128,17,0.0297723292469352,0.3695652173913043,48.74571689636793,3.8866173350480255,0.0283333333333333,0.029270409089626206,3.8987113786175582,2.2749408066888033,positive
55,71,19,0.0363288718929254,0.068100358422939,9.806842245934332,2.2830803304170675,0.0242656449553001,0.035716781263533684,2.298747090447723,1.5148755128335707,positive
56,57,494,1.0,1.0,152.45951417004048,5.026899079948993,1.0,0.9802888713962205,8.926982271004452,6.235910676012403,strict_positive
6,8,3031,0.5229468599033816,0.6344986393133766,8.244869741181326,2.109591157364184,0.401882789710952,0.5221554029283233,2.7810185187236707,3.0833432863731973,strict_positive
6,74,160,0.0276052449965493,0.6130268199233716,7.965858340670934,2.075164701607476,0.0271324402238426,0.027563667662987346,2.098136637304292,2.197203459939254,positive
6,54,165,0.0284679089026915,0.2899824253075571,3.768120490344835,1.3265763334705922,0.0266129032258064,0.028431889314391553,1.3465705472537262,1.6738450429854028,positive
6,53,132,0.0227743271221532,0.2311733800350262,3.0039377359106285,1.099924006626703,0.0211708099438652,0.022748159647038985,1.1141748704389909,1.4596329843342366,positive
61,63,347,0.8484107579462102,1.0,184.1442542787286,5.215719441094114,0.8484107579462102,0.8282722509770817,6.948923392467401,5.4139077998737015,strict_positive
61,118,62,0.1515892420537897,1.0,184.1442542787286,5.215719441094114,0.1515892420537897,0.14799100737919035,5.351031093354795,4.002089609830869,strict_positive
64,70,290,0.8504398826979472,1.0,220.8651026392962,5.3975521198533984,0.8504398826979472,0.8263205269113787,7.115467000926719,5.4853750475371355,strict_positive
64,124,51,0.1495601173020528,1.0,220.8651026392962,5.3975521198533984,0.1495601173020528,0.1453184374913114,5.525130076143212,3.9891939352725143,strict_positive
7,66,329,0.0656424581005586,1.0,15.026935355147646,2.7098442811209567,0.0656424581005586,0.06552044667408169,2.7713714676983825,2.848130038613593,strict_positive
